Id,Date,Polarity,Polarity_Variance,Subjectivity,Subjectivity_Variance,Crop_Name
2679,10/19/2017,0.3,0.03,0.57,0.04,rice
2680,10/19/2017,-0.1,0.01,0.51,0.0,rice
2682,10/18/2017,0.16,,0.54,,rice
2688,10/16/2017,0.35,0.21,0.55,0.01,rice
2690,10/16/2017,0.05,0.0,0.5,0.02,rice
2693,10/13/2017,0.04,0.0,0.41,0.08,rice
2694,10/13/2017,0.25,0.0,0.5,0.01,rice
2700,10-11-2017,0.02,,0.47,,rice
2706,10-09-2017,0.0,0.0,0.39,0.05,rice
2707,10-09-2017,-0.05,0.01,0.29,0.0,rice
2709,10-06-2017,-0.11,,0.36,,rice
2716,10-04-2017,0.35,0.03,0.7,0.09,rice
2720,10-02-2017,0.0,,0.0,,rice
2723,10-02-2017,-0.0,,0.26,,rice
2724,9/29/2017,0.25,0.07,0.5,0.02,rice
2725,9/29/2017,-0.0,,0.17,,rice
2728,9/27/2017,0.0,,0.0,,rice
2730,9/26/2017,0.6,,0.95,,rice
2733,9/25/2017,0.04,0.0,0.32,0.0,rice
2738,9/21/2017,1.0,,1.0,,rice
2741,9/20/2017,0.08,0.0,0.42,0.04,rice
2743,9/20/2017,0.0,,0.1,,rice
2745,9/19/2017,0.0,,0.27,,rice
2750,9/18/2017,0.43,0.05,0.73,0.1,rice
2751,9/18/2017,-0.05,0.0,0.29,0.01,rice
2753,9/15/2017,0.35,0.03,0.5,0.06,rice
2754,9/15/2017,-0.12,0.02,0.45,0.0,rice
2755,9/14/2017,0.14,,0.45,,rice
2758,9/14/2017,0.12,0.01,0.82,0.06,rice
2760,9/13/2017,-0.38,,0.49,,rice
2761,9/13/2017,0.7,0.05,0.6,0.06,rice
2762,9/13/2017,-0.23,0.04,0.53,0.02,rice
2767,09-11-2017,0.05,,0.18,,rice
2768,09-11-2017,0.06,0.0,0.35,0.01,rice
2772,09-07-2017,0.43,0.03,0.73,0.07,rice
2780,09-05-2017,0.47,0.04,0.55,0.07,rice
2782,09-05-2017,0.21,0.02,0.45,0.03,rice
2786,8/31/2017,0.47,0.06,0.5,0.01,rice
2787,8/31/2017,0.07,0.0,0.42,0.01,rice
2789,8/31/2017,0.0,,0.0,,rice
2791,8/30/2017,0.12,,0.5,,rice
2796,8/29/2017,0.0,0.0,0.0,0.0,rice
2798,8/28/2017,0.16,,0.39,,rice
2802,8/28/2017,0.06,,0.2,,rice
2808,8/24/2017,0.34,,0.49,,rice
2810,8/23/2017,0.4,,0.63,,rice
2811,8/22/2017,0.29,,0.54,,rice
2815,8/22/2017,0.16,0.01,0.54,0.08,rice
2819,8/21/2017,-0.02,0.0,0.25,0.0,rice
2823,8/17/2017,-0.38,0.02,0.65,0.06,rice
2824,8/17/2017,0.0,,0.1,,rice
2826,8/16/2017,0.25,0.0,0.5,0.01,rice
2830,8/14/2017,0.0,,0.25,,rice
2833,08-11-2017,-0.1,,0.33,,rice
2834,08-11-2017,0.14,,0.45,,rice
2835,08-10-2017,0.06,,0.38,,rice
2843,08-09-2017,-0.04,,0.22,,rice
2846,08-08-2017,0.5,0.05,0.5,0.05,rice
2847,08-08-2017,0.45,,0.64,,rice
2848,08-07-2017,0.7,0.24,0.6,0.18,rice
2851,08-07-2017,-0.03,,0.28,,rice
2852,08-05-2017,0.0,,0.0,,rice
2853,08-05-2017,-0.22,0.02,0.54,0.05,rice
2857,08-05-2017,0.1,,0.51,,rice
2858,08-04-2017,0.42,,0.9,,rice
2867,08-02-2017,0.25,0.02,0.5,0.07,rice
2869,08-01-2017,-0.11,,0.61,,rice
2871,7/31/2017,0.7,0.11,0.6,0.1,rice
2872,7/31/2017,-0.18,0.02,0.54,0.07,rice
2873,7/31/2017,0.22,,0.37,,rice
2874,7/31/2017,0.09,0.0,0.33,0.0,rice
2875,7/31/2017,-0.01,0.0,0.33,0.01,rice
2877,7/28/2017,0.0,,0.0,,rice
2887,7/26/2017,0.24,,0.52,,rice
2890,7/24/2017,0.7,,0.6,,rice
2891,7/24/2017,0.0,,0.1,,rice
2893,7/24/2017,0.12,0.01,0.38,0.01,rice
2895,7/21/2017,0.0,,0.0,,rice
2896,7/21/2017,0.1,,0.52,,rice
2897,7/21/2017,-0.8,0.53,1.0,0.16,rice
2900,7/21/2017,0.27,0.0,0.68,0.05,rice
2904,7/20/2017,-0.18,,0.33,,rice
2908,7/18/2017,-0.1,0.01,0.42,0.02,rice
2910,7/17/2017,0.47,0.06,0.55,0.09,rice
2913,7/17/2017,0.0,,0.38,,rice
2914,7/17/2017,0.03,,0.32,,rice
2921,7/13/2017,0.14,0.01,0.55,0.08,rice
2922,07-12-2017,-0.2,0.04,0.45,0.0,rice
2925,07-12-2017,0.12,,0.48,,rice
2926,07-11-2017,-0.11,0.01,0.43,0.02,rice
2930,07-10-2017,-0.04,0.0,0.53,0.03,rice
2934,07-07-2017,0.3,0.02,0.45,0.1,rice
2936,07-06-2017,0.06,,0.35,,rice
2937,07-05-2017,0.25,0.02,0.5,0.08,rice
2938,07-05-2017,0.37,0.02,0.63,0.04,rice
2940,07-05-2017,0.16,0.0,0.75,0.03,rice
2941,07-05-2017,0.35,,0.3,,rice
2942,07-03-2017,-0.07,0.0,0.25,0.02,rice
2945,6/30/2017,-0.09,0.0,0.36,0.06,rice
2948,6/29/2017,-0.04,0.0,0.36,0.06,rice
2949,6/29/2017,0.08,,0.27,,rice
2950,6/28/2017,0.9,0.15,1.0,0.11,rice
2952,6/28/2017,0.6,,0.9,,rice
2953,6/28/2017,0.28,0.0,0.61,0.03,rice
2955,6/26/2017,0.25,0.03,0.5,0.12,rice
2956,6/26/2017,0.02,,0.28,,rice
2958,6/26/2017,-0.01,0.0,0.28,0.02,rice
2963,6/22/2017,0.8,0.11,0.75,0.08,rice
2968,6/21/2017,-0.25,0.05,0.46,0.02,rice
2969,6/20/2017,0.1,0.01,0.35,0.03,rice
2970,6/19/2017,0.37,0.01,0.5,0.0,rice
2974,6/19/2017,0.11,0.01,0.41,0.01,rice
2976,6/16/2017,0.0,,0.5,,rice
2978,6/15/2017,-0.29,,0.79,,rice
2981,6/15/2017,0.22,0.07,0.51,0.02,rice
2983,6/14/2017,0.0,,0.27,,rice
2985,6/13/2017,0.02,,0.43,,rice
2987,06-12-2017,0.25,0.0,0.5,0.0,rice
2989,06-12-2017,-0.17,0.01,0.17,0.01,rice
2990,06-12-2017,-0.05,0.0,0.29,0.0,rice
2991,06-09-2017,0.14,,0.45,,rice
2993,06-08-2017,0.47,0.03,0.82,0.11,rice
2995,06-08-2017,0.02,,0.3,,rice
2996,06-07-2017,-0.22,0.01,0.66,0.05,rice
3000,06-06-2017,0.0,,0.3,,rice
3003,06-05-2017,-0.02,0.0,0.26,0.0,rice
3006,06-02-2017,-0.09,,0.06,,rice
3007,06-02-2017,0.6,0.09,0.9,0.14,rice
3008,06-02-2017,-0.12,,0.38,,rice
3009,06-01-2017,-0.3,0.09,0.55,0.01,rice
3010,06-01-2017,0.2,0.02,0.2,0.02,rice
3012,06-01-2017,0.57,,0.93,,rice
3013,5/31/2017,-0.06,0.0,0.4,0.0,rice
3014,5/30/2017,0.2,,0.3,,rice
3015,5/30/2017,-0.15,,0.33,,rice
3016,5/30/2017,-0.12,0.0,0.52,0.02,rice
3017,5/29/2017,0.02,0.0,0.2,0.0,rice
3019,5/26/2017,-0.8,,1.0,,rice
3020,5/26/2017,-0.11,0.01,0.26,0.03,rice
3021,5/26/2017,-0.06,,0.19,,rice
3024,5/25/2017,0.24,,0.56,,rice
3026,5/24/2017,0.25,0.02,0.54,0.06,rice
3029,5/24/2017,0.0,,0.0,,rice
3031,5/24/2017,-0.04,,0.27,,rice
3032,5/23/2017,0.0,0.0,0.0,0.0,rice
3033,5/23/2017,0.25,0.05,0.5,0.01,rice
3034,5/23/2017,0.0,,0.3,,rice
3038,5/22/2017,-0.0,,0.26,,rice
3040,5/19/2017,0.36,0.06,0.48,0.12,rice
3041,5/19/2017,0.2,0.01,0.3,0.0,rice
3047,5/17/2017,-0.17,,0.56,,rice
3050,5/17/2017,0.3,0.03,0.45,0.06,rice
3051,5/17/2017,0.33,0.1,0.48,0.02,rice
3055,5/15/2017,0.25,0.02,0.75,0.08,rice
3056,5/15/2017,0.04,0.0,0.26,0.0,rice
3062,05-11-2017,0.07,,0.23,,rice
3063,05-11-2017,0.0,,0.0,,rice
3065,05-10-2017,0.36,0.03,0.63,0.04,rice
3066,05-10-2017,0.15,,0.45,,rice
3070,05-09-2017,0.25,0.03,0.17,0.01,rice
3072,05-09-2017,0.0,,0.0,,rice
3073,05-09-2017,0.1,0.0,1.0,0.13,rice
3076,05-08-2017,-0.11,0.01,0.42,0.09,rice
3079,05-08-2017,0.0,,0.0,,rice
3082,05-08-2017,-0.02,0.0,0.27,0.01,rice
3088,05-04-2017,0.0,0.0,0.0,0.0,rice
3089,05-04-2017,-0.4,0.07,0.92,0.09,rice
3093,05-03-2017,0.06,,0.24,,rice
3095,05-02-2017,-0.7,0.09,0.83,0.07,rice
3099,05-02-2017,0.09,,0.28,,rice
3100,05-02-2017,-0.17,0.01,0.5,0.04,rice
3102,05-02-2017,0.3,,0.0,,rice
3108,05-01-2017,0.0,,0.0,,rice
3109,05-01-2017,-0.14,,0.55,,rice
3110,05-01-2017,-0.11,0.0,0.34,0.02,rice
3112,4/28/2017,0.08,,0.65,,rice
3115,4/28/2017,-0.04,,0.32,,rice
3116,4/27/2017,0.0,,0.0,,rice
3118,4/27/2017,-0.8,0.54,1.0,0.06,rice
3119,4/26/2017,0.14,,0.45,,rice
3120,4/26/2017,0.35,,0.57,,rice
3123,4/25/2017,-0.15,,0.45,,rice
3124,4/25/2017,0.25,0.05,0.5,0.07,rice
3126,4/24/2017,-0.04,,0.81,,rice
3127,4/24/2017,-0.08,0.0,0.27,0.04,rice
3133,4/24/2017,0.02,0.0,0.36,0.02,rice
3134,4/21/2017,0.12,,0.35,,rice
3135,4/20/2017,0.14,0.01,0.41,0.01,rice
3137,4/19/2017,-0.08,0.0,0.21,0.02,rice
3139,4/18/2017,0.7,0.24,0.6,0.18,rice
3143,4/17/2017,0.2,0.01,0.59,0.03,rice
3144,4/14/2017,0.0,,0.0,,rice
3148,4/13/2017,-0.22,0.03,0.34,0.0,rice
3150,04-12-2017,0.03,0.0,0.32,0.02,rice
3152,04-12-2017,0.3,,0.62,,rice
3153,04-11-2017,-0.16,0.01,0.5,0.03,rice
3157,04-11-2017,-0.2,,0.52,,rice
3158,04-10-2017,0.1,0.01,0.3,0.0,rice
3159,04-07-2017,0.1,0.0,0.3,0.0,rice
3160,04-07-2017,0.0,0.0,0.3,0.04,rice
3163,04-05-2017,0.0,0.0,0.0,0.0,rice
3164,04-05-2017,0.1,,0.35,,rice
3165,04-05-2017,0.3,0.04,0.0,0.0,rice
3166,04-04-2017,0.1,,0.1,,rice
3168,04-04-2017,-0.04,,0.28,,rice
3170,04-03-2017,0.06,,0.5,,rice
3173,04-03-2017,0.34,,0.67,,rice
3175,04-03-2017,-0.08,0.0,0.23,0.03,rice
3176,04-03-2017,0.07,0.0,0.3,0.0,rice
3177,3/31/2017,0.25,0.02,0.5,0.01,rice
3179,3/31/2017,0.29,0.02,0.72,0.01,rice
3185,3/30/2017,0.08,0.0,0.41,0.08,rice
3187,3/29/2017,0.09,,0.34,,rice
3188,3/28/2017,0.1,,0.12,,rice
3189,3/28/2017,0.15,,0.4,,rice
3191,3/27/2017,0.18,0.01,0.38,0.01,rice
3192,3/27/2017,0.07,0.0,0.31,0.01,rice
3194,3/24/2017,0.0,,0.0,,rice
3199,3/24/2017,0.0,,0.21,,rice
3200,3/23/2017,0.5,,0.5,,rice
3201,3/23/2017,-0.06,,0.53,,rice
3206,3/21/2017,-0.15,0.01,0.5,0.0,rice
3208,3/20/2017,0.43,,0.73,,rice
3211,3/20/2017,0.3,0.02,0.62,0.05,rice
3213,3/17/2017,1.0,0.29,1.0,0.17,rice
3214,3/17/2017,0.26,0.03,0.51,0.06,rice
3216,3/15/2017,0.24,0.05,0.39,0.01,rice
3218,3/15/2017,0.13,,0.44,,rice
3220,3/13/2017,0.08,,0.42,,rice
3222,3/13/2017,0.3,,0.0,,rice
3223,3/13/2017,-0.02,,0.21,,rice
3225,03-10-2017,-0.03,,0.61,,rice
3233,03-08-2017,0.3,,0.0,,rice
3234,03-07-2017,-0.8,0.5,1.0,0.32,rice
3235,03-07-2017,0.3,0.04,0.63,0.07,rice
3237,03-07-2017,0.25,0.02,0.33,0.01,rice
3241,03-06-2017,0.11,,0.34,,rice
3243,03-06-2017,0.0,,0.0,,rice
3245,03-06-2017,-0.04,0.0,0.29,0.0,rice
3246,03-04-2017,0.03,,0.17,,rice
3247,03-03-2017,0.0,,0.12,,rice
3248,03-03-2017,0.24,0.01,0.5,0.01,rice
3249,03-03-2017,0.0,,0.0,,rice
3250,03-02-2017,0.0,,0.0,,rice
3258,03-02-2017,0.12,0.01,0.5,0.0,rice
3259,03-02-2017,0.25,0.01,0.5,0.01,rice
3261,03-01-2017,0.23,0.01,0.62,0.05,rice
3262,03-01-2017,0.1,,0.9,,rice
3263,03-01-2017,0.2,,0.32,,rice
3265,2/28/2017,0.11,,0.55,,rice
3270,2/27/2017,0.17,,0.33,,rice
3273,2/27/2017,-0.02,,0.47,,rice
3274,2/27/2017,-0.04,0.0,0.3,0.01,rice
3275,2/24/2017,0.14,0.02,0.45,0.0,rice
3276,2/24/2017,0.19,0.02,0.4,0.02,rice
3277,2/24/2017,0.07,,0.32,,rice
3278,2/23/2017,-0.15,0.01,0.23,0.01,rice
3280,2/23/2017,0.0,,0.28,,rice
3281,2/23/2017,0.18,0.02,0.17,0.01,rice
3282,2/22/2017,0.14,0.01,0.45,0.07,rice
3285,2/22/2017,0.18,,0.45,,rice
3286,2/21/2017,0.25,0.0,0.5,0.0,rice
3287,2/21/2017,0.31,0.07,0.64,0.06,rice
3291,2/20/2017,0.08,0.0,0.33,0.01,rice
3296,2/17/2017,0.1,,0.4,,rice
3301,2/16/2017,0.08,,0.65,,rice
3302,2/16/2017,-0.18,0.03,0.72,0.09,rice
3303,2/16/2017,-0.02,,0.01,,rice
3305,2/15/2017,0.22,0.08,0.77,0.02,rice
3306,2/15/2017,0.1,,0.34,,rice
3310,2/14/2017,-0.5,0.09,1.0,0.28,rice
3318,2/13/2017,0.27,,0.47,,rice
3319,2/13/2017,0.14,0.01,0.4,0.02,rice
3320,02-10-2017,0.23,0.03,0.49,0.09,rice
3321,02-09-2017,0.3,0.02,0.64,0.07,rice
3324,02-07-2017,0.15,0.01,0.62,0.01,rice
3325,02-07-2017,0.21,0.01,0.44,0.04,rice
3326,02-07-2017,-0.34,,0.62,,rice
3328,02-07-2017,0.05,,0.36,,rice
3332,02-06-2017,0.07,,0.2,,rice
3336,02-02-2017,0.7,0.12,0.75,0.03,rice
3337,02-02-2017,0.01,,0.26,,rice
3339,02-02-2017,0.13,0.01,0.54,0.04,rice
3340,02-01-2017,0.09,,0.28,,rice
3342,02-01-2017,0.07,0.0,0.73,0.1,rice
3344,1/31/2017,0.0,,0.0,,rice
3345,1/31/2017,0.2,0.01,0.52,0.05,rice
3346,1/30/2017,0.4,0.08,0.35,0.06,rice
3347,1/30/2017,-0.04,,0.24,,rice
3358,1/24/2017,0.55,0.06,0.41,0.0,rice
3359,1/24/2017,0.0,,0.0,,rice
3360,1/24/2017,0.14,0.0,0.48,0.03,rice
3362,1/23/2017,0.23,0.01,0.6,0.07,rice
3365,1/23/2017,0.19,,0.29,,rice
3366,1/20/2017,0.29,0.03,0.51,0.04,rice
3370,1/19/2017,-0.2,,0.33,,rice
3371,1/19/2017,0.6,0.23,0.95,0.24,rice
3376,1/18/2017,-0.07,,0.4,,rice
3378,1/18/2017,0.7,0.21,0.6,0.01,rice
3380,1/17/2017,0.25,,0.3,,rice
3385,1/16/2017,-0.12,,0.3,,rice
3387,1/13/2017,0.45,0.04,0.66,0.03,rice
3388,1/13/2017,0.0,,0.15,,rice
3389,01-12-2017,0.0,,0.0,,rice
3390,01-12-2017,0.5,0.09,0.5,0.04,rice
3392,01-12-2017,0.3,0.02,0.65,0.03,rice
3397,01-10-2017,0.25,0.02,0.65,0.08,rice
3398,01-10-2017,0.1,,0.04,,rice
3400,01-09-2017,0.08,0.0,0.53,0.03,rice
3401,01-09-2017,0.35,,0.33,,rice
3402,01-09-2017,0.1,0.0,0.29,0.01,rice
3409,01-05-2017,0.0,,1.0,,rice
3411,01-04-2017,0.0,,0.0,,rice
3412,01-04-2017,0.18,,0.35,,rice
3414,01-02-2017,-0.03,0.0,0.14,0.0,rice
3417,12/29/2016,0.17,0.01,0.45,0.0,rice
3420,12/28/2016,0.0,,0.07,,rice
3421,12/27/2016,0.15,0.02,0.28,0.02,rice
3422,12/27/2016,0.02,0.0,0.32,0.02,rice
3423,12/26/2016,0.1,,0.1,,rice
3425,12/22/2016,0.7,0.24,0.75,0.01,rice
3426,12/22/2016,0.2,0.01,0.27,0.0,rice
3427,12/21/2016,0.57,0.05,0.68,0.07,rice
3428,12/20/2016,0.24,0.02,0.35,0.0,rice
3431,12/19/2016,0.15,0.0,0.48,0.02,rice
3432,12/16/2016,0.45,0.1,0.95,0.45,rice
3433,12/16/2016,0.23,0.01,0.51,0.0,rice
3434,12/15/2016,-0.4,0.07,0.69,0.01,rice
3435,12/15/2016,0.04,,0.55,,rice
3438,12/14/2016,-0.05,,0.2,,rice
3439,12/13/2016,0.08,,0.47,,rice
3444,12-12-2016,-0.06,,0.32,,rice
3446,12-09-2016,0.6,0.12,0.95,0.19,rice
3450,12-08-2016,0.15,,0.0,,rice
3451,12-07-2016,0.21,,0.43,,rice
3452,12-07-2016,0.2,,0.47,,rice
3453,12-07-2016,0.13,0.0,0.46,0.01,rice
3454,12-06-2016,-0.8,0.19,1.0,0.13,rice
3455,12-06-2016,0.0,,0.0,,rice
3456,12-06-2016,-0.7,,0.67,,rice
3458,12-06-2016,0.3,0.1,0.62,0.08,rice
3459,12-05-2016,0.19,0.01,0.42,0.04,rice
3463,12-01-2016,0.18,,0.34,,rice
3465,11/30/2016,-0.06,,0.3,,rice
3469,11/29/2016,0.03,0.0,0.62,0.1,rice
3470,11/29/2016,0.32,0.05,0.39,0.08,rice
3472,11/28/2016,0.16,0.01,0.54,0.06,rice
3476,11/23/2016,0.34,,0.56,,rice
3477,11/23/2016,0.12,,0.5,,rice
3478,11/23/2016,0.15,0.0,0.5,0.07,rice
3483,11/22/2016,0.0,,0.5,,rice
3484,11/22/2016,0.14,,0.43,,rice
3486,11/21/2016,0.58,0.05,0.58,0.05,rice
3487,11/21/2016,0.16,0.0,0.39,0.0,rice
3490,11/18/2016,0.07,,0.31,,rice
3491,11/18/2016,0.11,0.02,0.45,0.01,rice
3493,11/17/2016,0.0,,0.35,,rice
3495,11/17/2016,0.26,0.02,0.33,0.01,rice
3496,11/16/2016,-0.2,,0.4,,rice
3497,11/16/2016,-0.39,0.04,0.83,0.11,rice
3498,11/16/2016,0.0,0.0,0.3,0.03,rice
3499,11/16/2016,-0.07,0.0,0.31,0.05,rice
3500,11/16/2016,0.2,0.01,0.42,0.0,rice
3502,11/14/2016,-0.17,0.02,0.83,0.06,rice
3503,11/14/2016,-0.1,,0.5,,rice
3504,11/14/2016,0.29,0.02,0.38,0.04,rice
3511,11-10-2016,0.29,,0.48,,rice
3512,11-09-2016,0.23,0.01,0.61,0.02,rice
3516,11-08-2016,0.2,,0.2,,rice
3518,11-08-2016,0.34,0.01,0.62,0.02,rice
3520,11-07-2016,0.43,0.04,0.73,0.05,rice
3521,11-04-2016,0.12,,0.17,,rice
3523,11-04-2016,0.22,0.0,0.62,0.01,rice
3526,11-02-2016,0.0,0.0,1.0,0.5,rice
3527,11-01-2016,0.35,0.06,0.55,0.15,rice
3528,11-01-2016,0.22,,0.4,,rice
3530,10/31/2016,0.18,0.01,0.4,0.03,rice
3532,10/31/2016,0.14,0.01,0.29,0.02,rice
3537,10/27/2016,0.3,,0.62,,rice
3538,10/26/2016,0.09,,0.54,,rice
3539,10/25/2016,0.15,0.02,0.4,0.01,rice
3540,10/24/2016,0.0,0.0,0.0,0.0,rice
3541,10/24/2016,-0.0,,0.19,,rice
3542,10/21/2016,0.02,,0.47,,rice
3543,10/21/2016,0.1,0.0,0.47,0.0,rice
3544,10/20/2016,0.12,,0.44,,rice
3545,10/20/2016,0.2,,0.52,,rice
3548,10/20/2016,0.7,0.1,0.6,0.01,rice
3549,10/19/2016,0.16,,0.54,,rice
3550,10/19/2016,0.2,,0.2,,rice
3551,10/18/2016,0.23,0.01,0.61,0.02,rice
3552,10/18/2016,0.0,,0.15,,rice
3554,10/18/2016,0.43,0.04,0.73,0.07,rice
3556,10/17/2016,0.13,0.01,0.35,0.02,rice
3557,10/14/2016,0.17,0.01,0.33,0.04,rice
3558,10/14/2016,-0.15,0.01,0.36,0.0,rice
3561,10/13/2016,0.3,0.05,0.53,0.07,rice
3562,10-12-2016,0.29,,0.54,,rice
3563,10-12-2016,-0.05,,0.34,,rice
3565,10-12-2016,0.07,,0.52,,rice
3566,10-12-2016,0.52,0.14,0.84,0.35,rice
3568,10-11-2016,0.27,0.03,0.64,0.06,rice
3569,10-10-2016,-0.12,0.0,0.12,0.0,rice
3570,10-10-2016,0.03,,0.3,,rice
3572,10-07-2016,0.11,0.01,0.55,0.02,rice
3573,10-06-2016,0.4,,0.57,,rice
3575,10-05-2016,0.14,,0.44,,rice
3576,10-05-2016,-0.17,,0.17,,rice
3577,10-04-2016,-0.8,0.19,1.0,0.2,rice
3579,10-03-2016,-0.16,0.02,0.5,0.02,rice
3580,10-03-2016,-0.04,0.0,0.33,0.0,rice
3581,9/30/2016,0.15,,0.57,,rice
3582,9/30/2016,0.7,,0.6,,rice
3583,9/29/2016,0.9,0.48,1.0,0.07,rice
3589,9/26/2016,0.09,0.0,0.3,0.0,rice
3590,9/23/2016,0.0,,0.0,,rice
3591,9/23/2016,0.15,,0.15,,rice
3595,9/21/2016,-0.28,,0.32,,rice
3596,9/20/2016,0.04,,0.34,,rice
3600,9/19/2016,-0.1,0.01,0.4,0.08,rice
3601,9/19/2016,0.07,0.01,0.37,0.01,rice
3602,9/16/2016,0.23,0.0,0.61,0.09,rice
3603,9/15/2016,0.25,0.01,0.65,0.02,rice
3604,9/15/2016,-0.8,0.12,1.0,0.05,rice
3605,9/15/2016,-0.3,,0.6,,rice
3606,9/14/2016,0.0,,0.0,,rice
3607,9/14/2016,-0.15,,0.55,,rice
3608,9/14/2016,-0.27,0.03,0.5,0.02,rice
3609,9/13/2016,-0.16,0.01,0.34,0.06,rice
3613,09-12-2016,0.0,,0.0,,rice
3615,09-12-2016,0.05,0.0,0.48,0.01,rice
3616,09-12-2016,0.0,,0.3,,rice
3619,09-09-2016,0.09,,0.42,,rice
3621,09-08-2016,0.17,0.01,0.55,0.04,rice
3622,09-08-2016,0.0,,0.0,,rice
3623,09-08-2016,0.06,,0.27,,rice
3625,09-07-2016,0.58,0.06,0.77,0.09,rice
3627,09-07-2016,-0.06,,0.39,,rice
3628,09-07-2016,0.0,,0.0,,rice
3632,09-06-2016,0.19,,0.39,,rice
3634,09-06-2016,0.05,,0.26,,rice
3638,09-02-2016,0.12,0.0,0.45,0.01,rice
3640,09-02-2016,0.24,0.01,0.72,0.03,rice
3643,09-01-2016,0.3,0.01,0.48,0.06,rice
3646,8/31/2016,0.11,,0.59,,rice
3652,8/31/2016,0.18,,0.38,,rice
3653,8/30/2016,-0.01,,0.26,,rice
3654,8/30/2016,0.2,,0.44,,rice
3659,8/29/2016,0.12,0.0,0.37,0.01,rice
3660,8/26/2016,0.29,0.02,0.48,0.01,rice
3661,8/25/2016,0.07,,0.39,,rice
3663,8/24/2016,-0.05,,0.4,,rice
3664,8/23/2016,-0.15,,0.47,,rice
3667,8/22/2016,0.05,0.0,0.24,0.01,rice
3670,8/19/2016,0.17,0.02,0.52,0.01,rice
3672,8/18/2016,0.0,,0.07,,rice
3674,8/17/2016,0.27,0.01,0.65,0.0,rice
3675,8/17/2016,0.1,0.0,0.49,0.02,rice
3678,8/15/2016,0.1,,0.62,,rice
3681,8/15/2016,0.09,,0.31,,rice
3684,08-10-2016,0.2,0.0,0.54,0.0,rice
3685,08-10-2016,0.3,0.17,0.62,0.02,rice
3687,08-09-2016,-0.5,0.09,1.0,0.09,rice
3688,08-09-2016,-0.1,,0.18,,rice
3690,08-08-2016,-0.06,0.0,0.33,0.0,rice
3692,08-05-2016,0.12,,0.59,,rice
3693,08-04-2016,-0.38,0.03,0.49,0.02,rice
3694,08-03-2016,0.17,0.01,0.64,0.0,rice
3696,08-02-2016,0.24,0.02,0.48,0.0,rice
3702,08-01-2016,0.1,0.01,0.57,0.06,rice
3703,08-01-2016,-0.06,0.0,0.31,0.0,rice
3706,7/29/2016,0.1,,0.1,,rice
3713,7/27/2016,0.22,,0.4,,rice
3714,7/26/2016,0.0,,0.15,,rice
3715,7/26/2016,0.21,,0.45,,rice
3716,7/26/2016,0.25,,0.49,,rice
3717,7/25/2016,0.43,,0.73,,rice
3718,7/25/2016,-0.02,,0.47,,rice
3719,7/25/2016,0.03,0.0,0.36,0.0,rice
3721,7/22/2016,0.0,,0.0,,rice
3723,7/21/2016,0.21,,0.49,,rice
3724,7/20/2016,0.27,,0.35,,rice
3725,7/20/2016,0.35,0.03,0.97,0.08,rice
3727,7/19/2016,-0.04,,0.39,,rice
3730,7/18/2016,0.12,0.0,0.5,0.02,rice
3731,7/16/2016,-0.07,,0.14,,rice
3734,7/15/2016,-0.03,,0.62,,rice
3735,7/14/2016,0.25,,0.47,,rice
3737,7/14/2016,-0.4,0.07,0.85,0.18,rice
3740,07-12-2016,0.18,,0.38,,rice
3743,07-11-2016,-0.8,0.14,1.0,0.07,rice
3744,07-11-2016,0.07,0.0,0.55,0.02,rice
3747,07-08-2016,0.32,0.05,0.53,0.01,rice
3749,07-07-2016,0.02,0.0,0.08,0.0,rice
3750,07-07-2016,-0.18,,0.65,,rice
3755,07-05-2016,0.33,0.03,0.52,0.08,rice
3756,07-05-2016,0.0,0.0,0.4,0.08,rice
3757,07-05-2016,0.1,0.0,0.3,0.0,rice
3760,07-01-2016,0.17,0.01,0.43,0.04,rice
3761,07-01-2016,0.5,0.06,0.43,0.02,rice
3762,6/30/2016,0.11,,0.36,,rice
3763,6/30/2016,0.2,,0.55,,rice
3764,6/29/2016,0.0,,0.38,,rice
3765,6/28/2016,0.0,,0.0,,rice
3766,6/28/2016,0.24,,0.52,,rice
3769,6/27/2016,0.09,,0.24,,rice
3774,6/23/2016,0.13,,0.53,,rice
3775,6/22/2016,0.22,0.01,0.84,0.17,rice
3777,6/21/2016,-0.3,0.04,0.52,0.02,rice
3778,6/21/2016,0.13,,0.18,,rice
3779,6/20/2016,0.08,,0.35,,rice
3785,6/20/2016,-0.25,0.02,0.52,0.01,rice
3786,6/17/2016,0.3,,0.39,,rice
3792,6/15/2016,-0.09,0.0,0.46,0.06,rice
3793,6/14/2016,0.25,0.02,0.5,0.06,rice
3794,6/14/2016,0.47,0.07,0.49,0.0,rice
3796,6/13/2016,0.8,0.21,0.75,0.19,rice
3798,6/13/2016,0.09,0.0,0.42,0.0,rice
3799,06-10-2016,0.12,,0.27,,rice
3801,06-09-2016,-0.1,0.01,0.45,0.03,rice
3802,06-08-2016,-0.08,,0.3,,rice
3805,06-07-2016,0.7,0.08,0.6,0.04,rice
3808,06-06-2016,0.0,,0.0,,rice
3810,06-06-2016,0.16,0.01,0.35,0.02,rice
3813,06-02-2016,0.29,0.04,0.56,0.01,rice
3814,06-01-2016,-0.08,,0.68,,rice
3815,06-01-2016,-0.16,0.0,0.49,0.01,rice
3817,06-01-2016,-0.22,0.01,0.48,0.03,rice
